Id,Type,Name,email,age,Income,Spend,Savings,Debt,Education,Credit Rating,IS employed,Is Employable ,HasCriminalBackground,Unemployed For
12522,SELF,SomeName2522,shh1@shh.com,3,836362394,32,50,-50,Undergrad,2,F,F,F,26
12523,CORP,SomeName2523,shh1@shh.com,78,285287652,41,49,-1,Graduate,10,T,T,T,3
12524,UNK,SomeName2524,shh1@shh.com,20,718052070,39,36,36,Masters,1,F,F,F,13
12525,GOVT,SomeName2525,shh1@shh.com,15,8115798,51,52,3,PhD,6,T,T,T,55
12526,SELF,SomeName2526,shh1@shh.com,76,584473263,30,56,29,High School,2,F,F,F,37
12527,CORP,SomeName2527,shh1@shh.com,66,898197295,62,52,-28,Undergrad,9,T,T,T,39
12528,UNK,SomeName2528,shh1@shh.com,110,748568447,50,40,-23,Graduate,6,F,F,F,34
12529,GOVT,SomeName2529,shh1@shh.com,103,367836096,36,43,6,Masters,5,T,T,T,50
12530,SELF,SomeName2530,shh1@shh.com,84,805689643,35,38,-4,PhD,10,F,F,F,9
12531,CORP,SomeName2531,shh1@shh.com,49,807601273,48,53,-44,High School,7,T,T,T,47
12532,UNK,SomeName2532,shh1@shh.com,106,285831437,38,57,24,Undergrad,9,F,F,F,19
12533,GOVT,SomeName2533,shh1@shh.com,27,314160106,42,55,54,Graduate,6,T,T,T,10
12534,SELF,SomeName2534,shh1@shh.com,15,819565771,49,57,16,Masters,0,F,F,F,5
12535,CORP,SomeName2535,shh1@shh.com,72,607497172,38,45,25,PhD,8,T,T,T,26
12536,UNK,SomeName2536,shh1@shh.com,89,147534162,16,33,55,High School,2,F,F,F,18
12537,GOVT,SomeName2537,shh1@shh.com,100,248202681,35,39,6,Undergrad,10,T,T,T,41
12538,SELF,SomeName2538,shh1@shh.com,44,358847025,32,57,-32,Graduate,9,F,F,F,50
12539,CORP,SomeName2539,shh1@shh.com,87,224891022,45,38,15,Masters,0,T,T,T,27
12540,UNK,SomeName2540,shh1@shh.com,98,238343382,61,56,43,PhD,7,F,F,F,22
12541,GOVT,SomeName2541,shh1@shh.com,23,392101213,26,40,9,High School,2,T,T,T,20
12542,SELF,SomeName2542,shh1@shh.com,69,81812424,23,38,41,Undergrad,9,F,F,F,13
12543,CORP,SomeName2543,shh1@shh.com,10,346202489,31,32,39,Graduate,3,T,T,T,23
12544,UNK,SomeName2544,shh1@shh.com,95,523519807,49,42,34,Masters,7,F,F,F,20
12545,GOVT,SomeName2545,shh1@shh.com,100,166124639,63,42,40,PhD,3,T,T,T,37
12546,SELF,SomeName2546,shh1@shh.com,55,466140419,55,35,48,High School,3,F,F,F,2
12547,CORP,SomeName2547,shh1@shh.com,70,552005272,45,44,2,Undergrad,0,T,T,T,53
12548,UNK,SomeName2548,shh1@shh.com,3,918158231,15,57,8,Graduate,10,F,F,F,49
12549,GOVT,SomeName2549,shh1@shh.com,77,97937681,33,55,4,Masters,8,T,T,T,32
12550,SELF,SomeName2550,shh1@shh.com,48,737294619,66,38,15,PhD,2,F,F,F,54
12551,CORP,SomeName2551,shh1@shh.com,16,862659537,62,47,-28,High School,4,T,T,T,17
12552,UNK,SomeName2552,shh1@shh.com,80,144237780,70,47,-35,Undergrad,4,F,F,F,4
12553,GOVT,SomeName2553,shh1@shh.com,99,382695794,54,58,-7,Graduate,6,T,T,T,51
12554,SELF,SomeName2554,shh1@shh.com,79,357758105,33,56,21,Masters,8,F,F,F,13
12555,CORP,SomeName2555,shh1@shh.com,108,249988186,62,50,58,PhD,6,T,T,T,57
12556,UNK,SomeName2556,shh1@shh.com,9,645620797,56,44,-35,High School,2,F,F,F,40
12557,GOVT,SomeName2557,shh1@shh.com,77,796064434,27,36,-3,Undergrad,0,T,T,T,27
12558,SELF,SomeName2558,shh1@shh.com,78,448046012,23,35,-50,Graduate,6,F,F,F,37
12559,CORP,SomeName2559,shh1@shh.com,84,245018296,47,58,11,Masters,6,T,T,T,26
12560,UNK,SomeName2560,shh1@shh.com,13,692503422,27,47,10,PhD,5,F,F,F,43
12561,GOVT,SomeName2561,shh1@shh.com,18,853605825,25,39,-43,High School,1,T,T,T,2
12562,SELF,SomeName2562,shh1@shh.com,77,149836782,41,39,3,Undergrad,10,F,F,F,28
12563,CORP,SomeName2563,shh1@shh.com,1,806225035,64,55,15,Graduate,9,T,T,T,27
12564,UNK,SomeName2564,shh1@shh.com,64,80756124,27,46,51,Masters,1,F,F,F,38
12565,GOVT,SomeName2565,shh1@shh.com,16,189038692,49,43,-11,PhD,2,T,T,T,44
12566,SELF,SomeName2566,shh1@shh.com,8,362906278,55,51,-42,High School,7,F,F,F,54
12567,CORP,SomeName2567,shh1@shh.com,7,16498741,74,42,-31,Undergrad,4,T,T,T,53
12568,UNK,SomeName2568,shh1@shh.com,91,370812064,54,37,-14,Graduate,4,F,F,F,32
12569,GOVT,SomeName2569,shh1@shh.com,44,807049965,17,40,-8,Masters,5,T,T,T,1
12570,SELF,SomeName2570,shh1@shh.com,63,185255752,70,45,-3,PhD,5,F,F,F,43
12571,CORP,SomeName2571,shh1@shh.com,28,29719711,33,54,33,High School,1,T,T,T,4
12572,UNK,SomeName2572,shh1@shh.com,29,207210756,27,49,2,Undergrad,1,F,F,F,6
12573,GOVT,SomeName2573,shh1@shh.com,57,866947420,60,59,10,Graduate,8,T,T,T,20
12574,SELF,SomeName2574,shh1@shh.com,38,242296039,78,58,-10,Masters,3,F,F,F,1
12575,CORP,SomeName2575,shh1@shh.com,87,281489837,77,40,-37,PhD,9,T,T,T,38
12576,UNK,SomeName2576,shh1@shh.com,4,135276552,78,33,15,High School,4,F,F,F,29
12577,GOVT,SomeName2577,shh1@shh.com,42,895197269,40,40,-32,Undergrad,7,T,T,T,12
12578,SELF,SomeName2578,shh1@shh.com,67,249781964,32,44,-23,Graduate,5,F,F,F,5
12579,CORP,SomeName2579,shh1@shh.com,53,299222990,30,37,56,Masters,9,T,T,T,4
12580,UNK,SomeName2580,shh1@shh.com,42,399040258,51,36,3,PhD,10,F,F,F,37
12581,GOVT,SomeName2581,shh1@shh.com,96,442682972,56,48,37,High School,7,T,T,T,54
12582,SELF,SomeName2582,shh1@shh.com,10,659449959,42,48,-12,Undergrad,7,F,F,F,12
12583,CORP,SomeName2583,shh1@shh.com,30,754830013,29,42,22,Graduate,0,T,T,T,59
12584,UNK,SomeName2584,shh1@shh.com,43,14081248,53,56,11,Masters,10,F,F,F,2
12585,GOVT,SomeName2585,shh1@shh.com,54,981822137,31,34,-17,PhD,10,T,T,T,14
12586,SELF,SomeName2586,shh1@shh.com,18,277112988,80,39,-18,High School,7,F,F,F,19
12587,CORP,SomeName2587,shh1@shh.com,51,511149998,28,41,-7,Undergrad,10,T,T,T,11
12588,UNK,SomeName2588,shh1@shh.com,83,38027883,47,50,8,Graduate,5,F,F,F,50
12589,GOVT,SomeName2589,shh1@shh.com,103,922659842,16,40,9,Masters,2,T,T,T,34
12590,SELF,SomeName2590,shh1@shh.com,65,184212490,35,44,-29,PhD,0,F,F,F,5
12591,CORP,SomeName2591,shh1@shh.com,78,620512919,74,34,-50,High School,0,T,T,T,5
12592,UNK,SomeName2592,shh1@shh.com,6,515295984,19,56,-7,Undergrad,2,F,F,F,4
12593,GOVT,SomeName2593,shh1@shh.com,49,995303511,66,60,6,Graduate,0,T,T,T,18
12594,SELF,SomeName2594,shh1@shh.com,100,357759821,61,30,-50,Masters,2,F,F,F,16
12595,CORP,SomeName2595,shh1@shh.com,51,128465337,24,50,45,PhD,5,T,T,T,35
12596,UNK,SomeName2596,shh1@shh.com,107,14357109,18,49,53,High School,6,F,F,F,35
12597,GOVT,SomeName2597,shh1@shh.com,30,853626839,59,60,-47,Undergrad,3,T,T,T,43
12598,SELF,SomeName2598,shh1@shh.com,2,468922775,45,32,-49,Graduate,1,F,F,F,46
12599,CORP,SomeName2599,shh1@shh.com,80,323553266,70,59,-32,Masters,5,T,T,T,3
12600,UNK,SomeName2600,shh1@shh.com,16,891904566,52,34,34,PhD,2,F,F,F,34
12601,GOVT,SomeName2601,shh1@shh.com,54,163119595,36,59,3,High School,0,T,T,T,5
12602,SELF,SomeName2602,shh1@shh.com,19,436393861,45,49,13,Undergrad,3,F,F,F,16
12603,CORP,SomeName2603,shh1@shh.com,72,638525551,71,39,-36,Graduate,10,T,T,T,52
12604,UNK,SomeName2604,shh1@shh.com,11,66620520,17,47,30,Masters,9,F,F,F,40
12605,GOVT,SomeName2605,shh1@shh.com,49,420143919,74,46,45,PhD,5,T,T,T,57
12606,SELF,SomeName2606,shh1@shh.com,31,92940864,49,56,34,High School,8,F,F,F,37
12607,CORP,SomeName2607,shh1@shh.com,22,791865672,48,60,6,Undergrad,1,T,T,T,39
12608,UNK,SomeName2608,shh1@shh.com,39,500390943,49,56,57,Graduate,4,F,F,F,13
12609,GOVT,SomeName2609,shh1@shh.com,48,37973854,38,43,-5,Masters,7,T,T,T,52
12610,SELF,SomeName2610,shh1@shh.com,67,916800681,34,37,-44,PhD,6,F,F,F,43
12611,CORP,SomeName2611,shh1@shh.com,65,939984313,71,37,49,High School,8,T,T,T,48
12612,UNK,SomeName2612,shh1@shh.com,10,92175309,74,44,-5,Undergrad,8,F,F,F,25
12613,GOVT,SomeName2613,shh1@shh.com,73,71053482,46,30,41,Graduate,7,T,T,T,44
12614,SELF,SomeName2614,shh1@shh.com,80,216364443,71,33,22,Masters,7,F,F,F,5
12615,CORP,SomeName2615,shh1@shh.com,34,455963663,36,55,-13,PhD,3,T,T,T,6
12616,UNK,SomeName2616,shh1@shh.com,94,85370773,18,43,-37,High School,5,F,F,F,50
12617,GOVT,SomeName2617,shh1@shh.com,6,167520319,52,55,-4,Undergrad,5,T,T,T,33
12618,SELF,SomeName2618,shh1@shh.com,23,117372698,63,37,-17,Graduate,1,F,F,F,52
12619,CORP,SomeName2619,shh1@shh.com,91,895410196,53,46,-10,Masters,6,T,T,T,25
12620,UNK,SomeName2620,shh1@shh.com,100,188970516,17,43,-4,PhD,5,F,F,F,26
12621,GOVT,SomeName2621,shh1@shh.com,85,876669345,22,36,-13,High School,2,T,T,T,18
12622,SELF,SomeName2622,shh1@shh.com,6,586579690,28,53,41,Undergrad,5,F,F,F,14
12623,CORP,SomeName2623,shh1@shh.com,80,82465023,53,44,-49,Graduate,9,T,T,T,45
12624,UNK,SomeName2624,shh1@shh.com,76,1691432,17,57,-2,Masters,3,F,F,F,56
12625,GOVT,SomeName2625,shh1@shh.com,61,485103415,29,47,-47,PhD,10,T,T,T,2
12626,SELF,SomeName2626,shh1@shh.com,92,975294818,61,48,26,High School,9,F,F,F,59
12627,CORP,SomeName2627,shh1@shh.com,28,470247278,37,30,52,Undergrad,0,T,T,T,30
12628,UNK,SomeName2628,shh1@shh.com,1,171747472,50,44,-1,Graduate,2,F,F,F,11
12629,GOVT,SomeName2629,shh1@shh.com,27,972554078,31,30,-13,Masters,0,T,T,T,5
12630,SELF,SomeName2630,shh1@shh.com,83,789373708,29,48,59,PhD,2,F,F,F,8
12631,CORP,SomeName2631,shh1@shh.com,60,785688346,55,59,-25,High School,0,T,T,T,39
12632,UNK,SomeName2632,shh1@shh.com,88,865233262,74,45,-4,Undergrad,0,F,F,F,47
12633,GOVT,SomeName2633,shh1@shh.com,60,688689626,48,38,-3,Graduate,3,T,T,T,49
12634,SELF,SomeName2634,shh1@shh.com,109,741529674,77,58,5,Masters,3,F,F,F,41
12635,CORP,SomeName2635,shh1@shh.com,13,365102543,45,40,20,PhD,3,T,T,T,52
12636,UNK,SomeName2636,shh1@shh.com,64,304763272,57,32,-46,High School,1,F,F,F,58
12637,GOVT,SomeName2637,shh1@shh.com,108,143200933,15,45,-34,Undergrad,1,T,T,T,24
12638,SELF,SomeName2638,shh1@shh.com,21,490912458,48,58,-14,Graduate,6,F,F,F,48
12639,CORP,SomeName2639,shh1@shh.com,38,183889664,26,52,42,Masters,0,T,T,T,18
12640,UNK,SomeName2640,shh1@shh.com,12,36301349,51,45,20,PhD,8,F,F,F,50
12641,GOVT,SomeName2641,shh1@shh.com,104,776982215,79,57,40,High School,0,T,T,T,29
12642,SELF,SomeName2642,shh1@shh.com,108,574814521,26,49,-47,Undergrad,5,F,F,F,4
12643,CORP,SomeName2643,shh1@shh.com,28,256611345,74,47,58,Graduate,2,T,T,T,32
12644,UNK,SomeName2644,shh1@shh.com,103,398099299,69,40,24,Masters,1,F,F,F,39
12645,GOVT,SomeName2645,shh1@shh.com,29,89324260,74,39,31,PhD,0,T,T,T,38
12646,SELF,SomeName2646,shh1@shh.com,81,758822739,44,53,38,High School,4,F,F,F,17
12647,CORP,SomeName2647,shh1@shh.com,30,312347711,15,35,-13,Undergrad,1,T,T,T,27
12648,UNK,SomeName2648,shh1@shh.com,57,910940189,54,48,-41,Graduate,6,F,F,F,4
12649,GOVT,SomeName2649,shh1@shh.com,59,798275093,52,40,-32,Masters,6,T,T,T,43
12650,SELF,SomeName2650,shh1@shh.com,49,704850622,78,44,60,PhD,1,F,F,F,30
12651,CORP,SomeName2651,shh1@shh.com,81,691764624,27,32,4,High School,4,T,T,T,27
12652,UNK,SomeName2652,shh1@shh.com,60,689542668,76,51,-5,Undergrad,9,F,F,F,30
12653,GOVT,SomeName2653,shh1@shh.com,15,648532326,59,60,-48,Graduate,0,T,T,T,46
12654,SELF,SomeName2654,shh1@shh.com,52,476529043,45,38,43,Masters,2,F,F,F,22
12655,CORP,SomeName2655,shh1@shh.com,6,316003022,31,52,-34,PhD,5,T,T,T,46
12656,UNK,SomeName2656,shh1@shh.com,77,584832704,61,52,52,High School,1,F,F,F,20
12657,GOVT,SomeName2657,shh1@shh.com,59,55632568,45,47,-50,Undergrad,2,T,T,T,17
12658,SELF,SomeName2658,shh1@shh.com,103,22356958,32,31,-33,Graduate,2,F,F,F,9
12659,CORP,SomeName2659,shh1@shh.com,73,966384620,39,52,59,Masters,7,T,T,T,51
12660,UNK,SomeName2660,shh1@shh.com,70,783113976,19,39,-43,PhD,2,F,F,F,22
12661,GOVT,SomeName2661,shh1@shh.com,39,547645519,16,33,3,High School,0,T,T,T,1
12662,SELF,SomeName2662,shh1@shh.com,77,579579585,56,58,-17,Undergrad,4,F,F,F,16
12663,CORP,SomeName2663,shh1@shh.com,89,673480253,28,41,-26,Graduate,5,T,T,T,17
12664,UNK,SomeName2664,shh1@shh.com,7,738699520,72,57,41,Masters,4,F,F,F,15
12665,GOVT,SomeName2665,shh1@shh.com,9,764544453,22,60,13,PhD,7,T,T,T,36
12666,SELF,SomeName2666,shh1@shh.com,60,866259770,54,48,56,High School,2,F,F,F,15
12667,CORP,SomeName2667,shh1@shh.com,94,327213128,68,40,17,Undergrad,0,T,T,T,60
12668,UNK,SomeName2668,shh1@shh.com,46,746335930,21,38,-31,Graduate,2,F,F,F,14
12669,GOVT,SomeName2669,shh1@shh.com,99,25694941,52,31,43,Masters,6,T,T,T,51
12670,SELF,SomeName2670,shh1@shh.com,54,652980367,56,50,40,PhD,4,F,F,F,14
12671,CORP,SomeName2671,shh1@shh.com,104,93145660,56,36,-41,High School,5,T,T,T,22
12672,UNK,SomeName2672,shh1@shh.com,86,456162409,80,58,20,Undergrad,6,F,F,F,3
12673,GOVT,SomeName2673,shh1@shh.com,41,399602842,75,57,-45,Graduate,7,T,T,T,60
12674,SELF,SomeName2674,shh1@shh.com,94,813187724,69,41,-12,Masters,5,F,F,F,39
12675,CORP,SomeName2675,shh1@shh.com,92,306356221,68,37,-1,PhD,7,T,T,T,34
12676,UNK,SomeName2676,shh1@shh.com,57,458129116,38,54,25,High School,7,F,F,F,26
12677,GOVT,SomeName2677,shh1@shh.com,1,132546645,67,51,31,Undergrad,4,T,T,T,60
12678,SELF,SomeName2678,shh1@shh.com,35,325958803,54,30,-3,Graduate,4,F,F,F,41
12679,CORP,SomeName2679,shh1@shh.com,107,698552627,31,49,42,Masters,4,T,T,T,35
12680,UNK,SomeName2680,shh1@shh.com,45,740769596,37,56,33,PhD,6,F,F,F,9
12681,GOVT,SomeName2681,shh1@shh.com,83,81799856,45,34,-12,High School,1,T,T,T,34
12682,SELF,SomeName2682,shh1@shh.com,73,284219700,73,50,-40,Undergrad,1,F,F,F,2
12683,CORP,SomeName2683,shh1@shh.com,33,499583574,38,39,-41,Graduate,9,T,T,T,20
12684,UNK,SomeName2684,shh1@shh.com,31,373880391,35,55,43,Masters,8,F,F,F,36
12685,GOVT,SomeName2685,shh1@shh.com,5,273098733,59,46,57,PhD,3,T,T,T,33
12686,SELF,SomeName2686,shh1@shh.com,79,954896629,45,40,-27,High School,9,F,F,F,58
12687,CORP,SomeName2687,shh1@shh.com,19,219088454,42,45,-27,Undergrad,8,T,T,T,39
12688,UNK,SomeName2688,shh1@shh.com,11,505871360,75,36,-23,Graduate,1,F,F,F,43
12689,GOVT,SomeName2689,shh1@shh.com,43,650355207,29,41,20,Masters,3,T,T,T,54
12690,SELF,SomeName2690,shh1@shh.com,4,996360281,49,45,-33,PhD,9,F,F,F,30
12691,CORP,SomeName2691,shh1@shh.com,17,754617459,27,37,53,High School,10,T,T,T,58
12692,UNK,SomeName2692,shh1@shh.com,1,484762746,60,51,60,Undergrad,5,F,F,F,34
12693,GOVT,SomeName2693,shh1@shh.com,7,565194576,77,42,53,Graduate,9,T,T,T,11
12694,SELF,SomeName2694,shh1@shh.com,23,304456012,36,49,-46,Masters,10,F,F,F,27
12695,CORP,SomeName2695,shh1@shh.com,66,459501636,18,34,30,PhD,6,T,T,T,5
12696,UNK,SomeName2696,shh1@shh.com,33,391508702,48,51,-32,High School,6,F,F,F,43
12697,GOVT,SomeName2697,shh1@shh.com,64,156306160,46,34,18,Undergrad,5,T,T,T,53
12698,SELF,SomeName2698,shh1@shh.com,82,818222845,73,57,57,Graduate,4,F,F,F,59
12699,CORP,SomeName2699,shh1@shh.com,20,131233117,66,47,29,Masters,7,T,T,T,31
12700,UNK,SomeName2700,shh1@shh.com,85,321434056,29,40,-18,PhD,7,F,F,F,50
12701,GOVT,SomeName2701,shh1@shh.com,82,321232720,50,53,-11,High School,4,T,T,T,51
12702,SELF,SomeName2702,shh1@shh.com,78,789495327,16,53,6,Undergrad,8,F,F,F,7
12703,CORP,SomeName2703,shh1@shh.com,28,24368379,49,39,51,Graduate,10,T,T,T,16
12704,UNK,SomeName2704,shh1@shh.com,58,161718303,25,46,-11,Masters,0,F,F,F,60
12705,GOVT,SomeName2705,shh1@shh.com,15,635413527,67,57,42,PhD,8,T,T,T,36
12706,SELF,SomeName2706,shh1@shh.com,69,664548149,42,44,-20,High School,9,F,F,F,18
12707,CORP,SomeName2707,shh1@shh.com,63,722835705,70,37,-46,Undergrad,5,T,T,T,4
12708,UNK,SomeName2708,shh1@shh.com,87,151179288,77,46,-33,Graduate,0,F,F,F,23
12709,GOVT,SomeName2709,shh1@shh.com,36,914743184,42,54,-16,Masters,9,T,T,T,53
12710,SELF,SomeName2710,shh1@shh.com,14,30619253,51,59,-38,PhD,10,F,F,F,43
12711,CORP,SomeName2711,shh1@shh.com,96,249366182,33,44,56,High School,2,T,T,T,13
12712,UNK,SomeName2712,shh1@shh.com,98,677591264,74,50,-50,Undergrad,0,F,F,F,28
12713,GOVT,SomeName2713,shh1@shh.com,81,564321594,36,37,-11,Graduate,7,T,T,T,4
12714,SELF,SomeName2714,shh1@shh.com,71,23672112,68,37,-12,Masters,4,F,F,F,51
12715,CORP,SomeName2715,shh1@shh.com,90,242181491,25,50,-9,PhD,0,T,T,T,6
12716,UNK,SomeName2716,shh1@shh.com,82,235556893,21,30,-17,High School,5,F,F,F,51
12717,GOVT,SomeName2717,shh1@shh.com,7,384205009,30,57,-7,Undergrad,0,T,T,T,31
12718,SELF,SomeName2718,shh1@shh.com,86,285447580,62,37,-17,Graduate,4,F,F,F,43
12719,CORP,SomeName2719,shh1@shh.com,9,197301920,27,30,-48,Masters,5,T,T,T,9
12720,UNK,SomeName2720,shh1@shh.com,11,699125558,43,40,-35,PhD,5,F,F,F,48
12721,GOVT,SomeName2721,shh1@shh.com,26,497727882,16,43,0,High School,9,T,T,T,1
12722,SELF,SomeName2722,shh1@shh.com,92,901634495,16,44,-1,Undergrad,2,F,F,F,4
12723,CORP,SomeName2723,shh1@shh.com,105,233626367,42,39,3,Graduate,2,T,T,T,17
12724,UNK,SomeName2724,shh1@shh.com,95,364177812,75,42,40,Masters,3,F,F,F,34
12725,GOVT,SomeName2725,shh1@shh.com,12,29817537,35,59,-36,PhD,10,T,T,T,1
12726,SELF,SomeName2726,shh1@shh.com,61,101218275,59,45,-15,High School,8,F,F,F,40
12727,CORP,SomeName2727,shh1@shh.com,90,349055946,41,44,24,Undergrad,10,T,T,T,8
12728,UNK,SomeName2728,shh1@shh.com,71,606123517,56,56,27,Graduate,6,F,F,F,22
12729,GOVT,SomeName2729,shh1@shh.com,70,703602264,29,50,57,Masters,10,T,T,T,41
12730,SELF,SomeName2730,shh1@shh.com,56,181696502,36,40,-37,PhD,7,F,F,F,5
12731,CORP,SomeName2731,shh1@shh.com,81,857010543,76,53,51,High School,7,T,T,T,45
12732,UNK,SomeName2732,shh1@shh.com,27,141080078,75,37,50,Undergrad,5,F,F,F,19
12733,GOVT,SomeName2733,shh1@shh.com,56,369029231,50,33,-26,Graduate,5,T,T,T,27
12734,SELF,SomeName2734,shh1@shh.com,68,967456870,46,53,38,Masters,2,F,F,F,13
12735,CORP,SomeName2735,shh1@shh.com,71,166757017,62,51,19,PhD,8,T,T,T,45
12736,UNK,SomeName2736,shh1@shh.com,7,305974126,48,58,56,High School,2,F,F,F,39
12737,GOVT,SomeName2737,shh1@shh.com,29,459226576,15,49,-50,Undergrad,1,T,T,T,36
12738,SELF,SomeName2738,shh1@shh.com,45,910394266,41,40,-23,Graduate,0,F,F,F,2
12739,CORP,SomeName2739,shh1@shh.com,37,781665262,47,36,-6,Masters,3,T,T,T,56
12740,UNK,SomeName2740,shh1@shh.com,46,757526616,79,56,37,PhD,7,F,F,F,33
12741,GOVT,SomeName2741,shh1@shh.com,78,217947883,26,57,0,High School,9,T,T,T,31
12742,SELF,SomeName2742,shh1@shh.com,78,368053707,46,56,10,Undergrad,1,F,F,F,36
12743,CORP,SomeName2743,shh1@shh.com,57,604360251,35,49,2,Graduate,3,T,T,T,17
12744,UNK,SomeName2744,shh1@shh.com,49,648472457,70,36,-10,Masters,4,F,F,F,51
12745,GOVT,SomeName2745,shh1@shh.com,55,365934427,75,37,-50,PhD,0,T,T,T,55
12746,SELF,SomeName2746,shh1@shh.com,42,611041910,25,44,-39,High School,8,F,F,F,24
12747,CORP,SomeName2747,shh1@shh.com,43,409853136,40,47,57,Undergrad,3,T,T,T,17
12748,UNK,SomeName2748,shh1@shh.com,88,83164673,15,48,-45,Graduate,7,F,F,F,40
12749,GOVT,SomeName2749,shh1@shh.com,72,552949807,57,59,-35,Masters,7,T,T,T,34
12750,SELF,SomeName2750,shh1@shh.com,29,939891000,37,45,-44,PhD,7,F,F,F,41
12751,CORP,SomeName2751,shh1@shh.com,85,607619491,39,34,31,High School,2,T,T,T,29
12752,UNK,SomeName2752,shh1@shh.com,14,826404930,26,53,31,Undergrad,0,F,F,F,59
12753,GOVT,SomeName2753,shh1@shh.com,22,154092320,67,30,-5,Graduate,2,T,T,T,12
12754,SELF,SomeName2754,shh1@shh.com,15,515819951,25,49,-1,Masters,10,F,F,F,29
12755,CORP,SomeName2755,shh1@shh.com,92,586352439,20,33,-39,PhD,1,T,T,T,16
12756,UNK,SomeName2756,shh1@shh.com,6,252904587,68,40,-40,High School,9,F,F,F,5
12757,GOVT,SomeName2757,shh1@shh.com,100,789736381,67,43,56,Undergrad,7,T,T,T,34
12758,SELF,SomeName2758,shh1@shh.com,5,310154326,69,57,25,Graduate,2,F,F,F,40
12759,CORP,SomeName2759,shh1@shh.com,13,835304980,55,36,17,Masters,8,T,T,T,32
12760,UNK,SomeName2760,shh1@shh.com,34,249018465,51,37,-50,PhD,7,F,F,F,53
12761,GOVT,SomeName2761,shh1@shh.com,15,557136282,27,36,-39,High School,3,T,T,T,44
12762,SELF,SomeName2762,shh1@shh.com,59,283020218,19,54,43,Undergrad,3,F,F,F,17
12763,CORP,SomeName2763,shh1@shh.com,71,379756336,37,53,-22,Graduate,1,T,T,T,23
12764,UNK,SomeName2764,shh1@shh.com,58,405439589,63,49,38,Masters,9,F,F,F,17
12765,GOVT,SomeName2765,shh1@shh.com,84,988405011,26,56,7,PhD,3,T,T,T,38
12766,SELF,SomeName2766,shh1@shh.com,58,971570973,56,60,59,High School,2,F,F,F,31
12767,CORP,SomeName2767,shh1@shh.com,96,334811821,31,58,47,Undergrad,3,T,T,T,29
12768,UNK,SomeName2768,shh1@shh.com,67,77671798,25,46,19,Graduate,5,F,F,F,20
12769,GOVT,SomeName2769,shh1@shh.com,41,457765937,30,57,0,Masters,3,T,T,T,21
12770,SELF,SomeName2770,shh1@shh.com,105,406603833,46,46,23,PhD,1,F,F,F,40
12771,CORP,SomeName2771,shh1@shh.com,105,80045877,23,42,57,High School,7,T,T,T,14
12772,UNK,SomeName2772,shh1@shh.com,17,70246014,62,39,-26,Undergrad,7,F,F,F,37
12773,GOVT,SomeName2773,shh1@shh.com,104,899196952,30,48,13,Graduate,3,T,T,T,9
12774,SELF,SomeName2774,shh1@shh.com,4,444789263,34,33,33,Masters,10,F,F,F,13
12775,CORP,SomeName2775,shh1@shh.com,37,816021396,42,38,18,PhD,6,T,T,T,54
12776,UNK,SomeName2776,shh1@shh.com,93,192729409,45,42,50,High School,6,F,F,F,37
12777,GOVT,SomeName2777,shh1@shh.com,57,948675836,18,52,-43,Undergrad,5,T,T,T,44
12778,SELF,SomeName2778,shh1@shh.com,60,920759303,54,43,46,Graduate,9,F,F,F,25
12779,CORP,SomeName2779,shh1@shh.com,35,880381312,80,51,42,Masters,8,T,T,T,17
12780,UNK,SomeName2780,shh1@shh.com,9,488925703,78,57,34,PhD,6,F,F,F,51
12781,GOVT,SomeName2781,shh1@shh.com,42,79369056,29,44,-38,High School,8,T,T,T,25
12782,SELF,SomeName2782,shh1@shh.com,55,412143516,26,56,34,Undergrad,8,F,F,F,33
12783,CORP,SomeName2783,shh1@shh.com,68,51075301,74,42,55,Graduate,9,T,T,T,13
12784,UNK,SomeName2784,shh1@shh.com,97,346676461,79,34,-27,Masters,10,F,F,F,50
12785,GOVT,SomeName2785,shh1@shh.com,63,815380756,27,41,-38,PhD,4,T,T,T,51
12786,SELF,SomeName2786,shh1@shh.com,6,602984721,74,55,-34,High School,10,F,F,F,46
12787,CORP,SomeName2787,shh1@shh.com,35,89755139,28,36,-35,Undergrad,9,T,T,T,46
12788,UNK,SomeName2788,shh1@shh.com,32,730711987,33,37,6,Graduate,1,F,F,F,20
12789,GOVT,SomeName2789,shh1@shh.com,4,60523953,49,30,52,Masters,8,T,T,T,50
12790,SELF,SomeName2790,shh1@shh.com,77,969462245,65,32,-19,PhD,1,F,F,F,58
12791,CORP,SomeName2791,shh1@shh.com,49,596796989,21,52,34,High School,9,T,T,T,14
12792,UNK,SomeName2792,shh1@shh.com,99,162143041,21,45,-24,Undergrad,4,F,F,F,46
12793,GOVT,SomeName2793,shh1@shh.com,97,984427958,57,41,32,Graduate,2,T,T,T,58
12794,SELF,SomeName2794,shh1@shh.com,91,980600229,40,54,26,Masters,7,F,F,F,30
12795,CORP,SomeName2795,shh1@shh.com,83,805297234,59,50,3,PhD,2,T,T,T,47
12796,UNK,SomeName2796,shh1@shh.com,39,735717284,48,55,54,High School,2,F,F,F,12
12797,GOVT,SomeName2797,shh1@shh.com,11,21790157,23,35,35,Undergrad,6,T,T,T,13
12798,SELF,SomeName2798,shh1@shh.com,60,9708045,64,36,-12,Graduate,9,F,F,F,40
